Accident_ID,Age,Driver_Experience,Vehicle_Speed,Traffic_Density,Visibility,Number_of_Vehicles,Road_Width,Historical_Accidents,Rainfall,Temperature,Hour,Day_of_Week,Weather,Road_Condition,Road_Type,Junction_Type,Lighting,Traffic_Control,Area_Type,Vehicle_Type,Driver_Distraction,Alcohol_Involved,Accident_Risk
ACC11191,70,55,61.7,50.1,5.89,2,7.2,7,0.45,33.2,17,Sunday,Clear,Wet,Highway,T-Junction,Poor,Traffic Police,Urban,SUV,No,No,High
ACC11192,25,17,68.4,100.0,7.96,3,7.5,11,2.13,18.5,5,Saturday,Cloudy,Wet,Urban Road,Straight Road,Daylight,Uncontrolled,Suburban,Truck,Yes,No,High
ACC11193,29,18,81.8,26.7,4.66,2,7.9,2,0.13,39.2,14,Wednesday,Clear,Wet,Urban Road,Roundabout,Daylight,Stop Sign,Suburban,Car,No,No,High
ACC11194,31,7,116.6,100.0,7.39,4,13.7,3,2.86,30.8,4,Saturday,Cloudy,Damaged,Highway,Intersection,Daylight,Uncontrolled,Urban,SUV,No,No,High
ACC11195,24,10,54.3,76.6,6.71,4,6.9,6,1.19,35.8,23,Thursday,Clear,Wet,Urban Road,Intersection,Poor,Uncontrolled,Urban,Truck,Yes,No,High
ACC11196,18,5,24.7,96.1,10.95,5,9.8,8,5.82,22.1,22,Thursday,Fog,Dry,Urban Road,Intersection,Street Lights,Stop Sign,Suburban,Car,No,No,High
ACC11197,36,16,27.4,98.7,7.32,4,12.4,8,20.17,24.3,10,Monday,Storm,Dry,Rural Road,T-Junction,Poor,Uncontrolled,Urban,Car,No,No,High
ACC11198,28,9,114.0,69.1,,4,5.9,5,25.6,27.5,0,Monday,Storm,Wet,Urban Road,Intersection,Poor,Stop Sign,Urban,Bus,No,No,High
ACC11199,40,22,54.9,22.4,10.98,4,8.4,4,19.65,26.4,19,Tuesday,Rain,Dry,Highway,T-Junction,Daylight,Signal,Suburban,Truck,No,No,Low
ACC11200,26,9,88.0,62.1,9.67,4,5.6,4,1.42,25.3,7,Saturday,Clear,Dry,Residential,T-Junction,Daylight,Stop Sign,Urban,Motorcycle,No,No,Medium
ACC11201,49,41,72.2,9.9,9.77,5,6.8,9,19.61,15.5,0,Saturday,Rain,Wet,Urban Road,Straight Road,Daylight,Uncontrolled,Urban,Car,No,No,Medium
ACC11202,34,21,33.5,81.9,4.41,2,9.5,5,0.14,31.1,1,Monday,Clear,Dry,Highway,Intersection,Daylight,Uncontrolled,Urban,Bus,Yes,No,High
ACC11203,26,3,44.6,100.0,11.2,6,8.4,2,0.46,29.1,18,Friday,Clear,Damaged,Highway,Crossroad,Street Lights,Signal,Suburban,Car,No,No,Medium
ACC11204,27,3,99.1,67.9,11.63,3,4.8,2,1.1,36.4,11,Thursday,Clear,Wet,Rural Road,Intersection,Daylight,Stop Sign,Suburban,Bus,Yes,No,High
ACC11205,32,18,46.1,43.6,10.48,2,9.7,1,4.93,21.8,18,Sunday,Cloudy,Dry,Residential,Intersection,Daylight,Traffic Police,Urban,Truck,Yes,No,Low
ACC11206,50,45,65.0,80.1,9.72,3,12.4,5,14.41,25.7,8,Wednesday,Rain,Damaged,Residential,Intersection,Street Lights,Traffic Police,Urban,Car,No,No,High
ACC11207,29,14,58.3,77.8,9.09,4,9.7,5,20.14,29.0,15,Monday,Rain,Dry,Rural Road,Crossroad,Street Lights,Signal,Suburban,Car,Yes,No,High
ACC11208,18,8,20.0,64.7,11.79,3,7.4,7,0.26,26.1,0,Sunday,Clear,Dry,Urban Road,Crossroad,Street Lights,Signal,Rural,Car,Yes,No,Low
ACC11209,54,45,96.7,69.1,8.05,2,6.3,11,0.55,23.6,2,Thursday,Clear,Dry,Urban Road,T-Junction,Daylight,Uncontrolled,Suburban,Car,No,No,High
ACC11210,18,7,33.3,37.7,10.48,5,8.6,6,34.01,25.6,7,Wednesday,Storm,Dry,Highway,Crossroad,Street Lights,Signal,Rural,Car,No,No,Low
ACC11211,61,54,58.2,64.0,9.89,3,6.2,15,1.45,32.1,5,Tuesday,Clear,Dry,Urban Road,T-Junction,Daylight,Signal,Urban,Truck,No,No,Medium
ACC11212,18,12,40.8,72.6,9.04,5,11.2,5,2.43,30.9,12,Friday,Cloudy,Dry,Rural Road,Straight Road,Daylight,Signal,Suburban,Motorcycle,Yes,No,Medium
ACC11213,31,17,76.2,51.6,10.65,3,8.0,5,0.55,33.3,16,Tuesday,Clear,Dry,Rural Road,T-Junction,Street Lights,Uncontrolled,Rural,Motorcycle,No,No,Medium
ACC11214,30,20,60.6,46.0,8.28,4,5.0,7,12.19,22.2,6,Monday,Rain,Dry,Urban Road,Intersection,,Uncontrolled,Suburban,Truck,No,No,Medium
ACC11215,45,35,84.5,57.5,10.33,2,7.5,6,10.35,28.9,15,Friday,Rain,Wet,Rural Road,Roundabout,,Stop Sign,Rural,Bus,No,No,Medium
ACC11216,43,34,97.8,61.9,10.07,1,7.2,5,0.71,22.1,6,Tuesday,Clear,Wet,Urban Road,Roundabout,Daylight,Stop Sign,Urban,SUV,No,No,High
ACC11217,56,41,77.8,58.8,7.47,5,10.3,4,0.3,33.4,9,Thursday,Clear,Dry,Highway,Intersection,Daylight,Stop Sign,Rural,Car,No,No,Medium
ACC11218,18,0,67.4,64.3,9.35,3,9.5,5,19.01,37.7,8,Monday,Rain,Dry,Rural Road,T-Junction,Daylight,Signal,Suburban,Motorcycle,No,Yes,High
ACC11219,18,0,46.8,57.1,4.12,4,8.8,7,9.73,27.3,12,Saturday,Rain,Dry,Highway,Intersection,Poor,Stop Sign,Rural,Car,No,No,High
ACC11220,47,22,49.9,66.9,9.62,1,7.1,2,1.22,19.8,7,Tuesday,Clear,Dry,Highway,Crossroad,Daylight,Signal,Urban,Car,No,No,Low
ACC11221,60,37,73.6,73.7,1.62,2,4.7,7,11.23,22.5,10,Friday,Storm,Wet,Urban Road,T-Junction,Street Lights,Stop Sign,Suburban,Truck,No,No,High
ACC11222,48,35,58.4,53.7,11.3,6,11.5,6,0.09,18.9,6,Friday,Clear,Wet,Highway,Intersection,Street Lights,Signal,Rural,Motorcycle,Yes,Yes,Medium
ACC11223,43,22,86.2,54.8,4.4,2,8.5,11,0.84,24.7,23,Saturday,Clear,Dry,Rural Road,Crossroad,Street Lights,Uncontrolled,Urban,Bus,No,Yes,High
ACC11224,48,39,86.5,49.7,7.47,3,11.8,5,9.38,30.3,17,Sunday,Fog,Dry,Residential,Crossroad,Daylight,Stop Sign,Suburban,Motorcycle,No,Yes,High
ACC11225,20,11,64.4,37.7,11.06,4,9.3,8,0.02,24.6,11,Wednesday,Clear,Dry,Highway,T-Junction,Daylight,Signal,Rural,Car,No,No,Low
ACC11226,32,13,43.5,55.2,9.3,4,6.3,9,6.15,17.6,12,Friday,Cloudy,Wet,Highway,Straight Road,Daylight,Signal,Urban,SUV,No,No,Medium
ACC11227,35,26,54.9,5.0,6.5,5,9.6,8,0.55,31.1,19,Friday,Clear,Dry,Rural Road,Straight Road,Daylight,Signal,Urban,Car,No,No,Medium
ACC11228,34,20,75.2,65.7,7.08,3,5.6,8,0.41,18.9,16,Sunday,Clear,Icy,Residential,Crossroad,Daylight,Stop Sign,Suburban,Car,No,No,High
ACC11229,41,30,37.1,100.0,10.13,5,4.5,8,33.66,36.2,19,Monday,Storm,Wet,Urban Road,Straight Road,Street Lights,Signal,Urban,Car,No,No,High
ACC11230,35,25,76.5,43.1,5.96,2,10.1,3,0.27,26.7,6,Friday,Clear,,Highway,Crossroad,Daylight,Signal,Urban,SUV,No,No,Medium
ACC11231,30,22,43.6,87.8,8.41,3,7.1,6,0.2,27.8,12,Wednesday,Fog,Dry,Rural Road,Straight Road,Street Lights,Stop Sign,Urban,Motorcycle,No,No,High
ACC11232,22,5,47.4,60.0,6.47,4,11.4,7,1.28,34.6,0,Friday,Clear,Damaged,Highway,Crossroad,Daylight,Uncontrolled,Urban,Motorcycle,No,Yes,High
ACC11233,33,27,44.7,30.2,9.23,3,6.1,11,0.24,37.5,9,Wednesday,Clear,Dry,Urban Road,Crossroad,Street Lights,Signal,Urban,Bus,No,No,Low
ACC11234,21,2,36.2,30.9,9.3,3,12.1,8,2.19,18.3,22,Sunday,Clear,Dry,Highway,Crossroad,Poor,Stop Sign,Urban,Truck,No,No,Low
ACC11235,34,11,84.0,65.5,7.07,5,10.8,7,23.95,13.2,14,Thursday,Rain,Dry,Urban Road,Crossroad,Daylight,Traffic Police,Suburban,Bus,No,No,High
ACC11236,39,27,64.2,43.0,5.77,2,10.0,7,0.41,28.8,13,Wednesday,Clear,Wet,Highway,Roundabout,Poor,Traffic Police,Suburban,Motorcycle,No,Yes,High
ACC11237,28,15,43.1,100.0,6.61,4,8.1,5,0.99,34.0,20,Monday,Fog,Wet,Highway,Straight Road,Street Lights,Signal,Suburban,SUV,Yes,Yes,High
ACC11238,43,26,48.5,51.3,4.82,2,8.9,5,1.7,25.6,1,Tuesday,Cloudy,Wet,Residential,Crossroad,Street Lights,Uncontrolled,Urban,Bus,No,No,Medium
ACC11239,46,28,83.9,24.1,4.52,6,10.7,4,14.58,35.1,16,Saturday,Storm,Damaged,Highway,Intersection,Street Lights,Stop Sign,Urban,Motorcycle,No,No,High
ACC11240,29,13,53.5,50.1,10.27,2,9.2,7,0.09,35.2,23,Tuesday,Clear,Damaged,Urban Road,T-Junction,Daylight,Traffic Police,Urban,Car,Yes,No,Medium
ACC11241,31,12,71.7,15.6,8.98,3,10.4,9,2.82,41.5,23,Thursday,Fog,Damaged,Urban Road,Intersection,Daylight,Stop Sign,Rural,SUV,No,No,High
ACC11242,43,22,54.3,5.0,6.3,1,9.2,6,6.63,29.2,18,Monday,Rain,Dry,Residential,Intersection,Daylight,Uncontrolled,Suburban,Truck,No,No,Low
ACC11243,24,0,72.7,55.5,11.37,3,7.4,9,28.72,14.3,13,Thursday,Rain,Dry,Urban Road,Roundabout,Daylight,Uncontrolled,Rural,Truck,No,No,Medium
ACC11244,23,10,43.6,53.8,9.51,2,12.3,7,7.29,24.7,0,Thursday,Rain,Wet,Highway,Straight Road,Poor,Stop Sign,Urban,Bus,Yes,No,High
ACC11245,31,14,40.5,69.8,9.18,6,12.6,3,3.92,33.8,15,Friday,Rain,Wet,Urban Road,Roundabout,Street Lights,Uncontrolled,Suburban,Motorcycle,No,No,Medium
ACC11246,35,22,56.6,50.8,10.68,4,11.2,2,1.73,33.6,21,Friday,Cloudy,Wet,Rural Road,Straight Road,Daylight,Signal,Urban,Car,No,No,Medium
ACC11247,29,19,70.8,100.0,10.41,3,9.0,5,0.74,22.5,14,Monday,Clear,Dry,Highway,Crossroad,Street Lights,Signal,Rural,Car,No,No,Low
ACC11248,41,16,50.2,61.7,9.68,2,8.4,7,0.53,27.9,9,Tuesday,Clear,Wet,Highway,Roundabout,Street Lights,Signal,Urban,Motorcycle,Yes,Yes,Medium
ACC11249,20,15,54.3,87.2,7.82,2,10.8,10,3.93,25.5,5,Wednesday,,Wet,Highway,T-Junction,Daylight,Traffic Police,Urban,Car,No,No,High
ACC11250,40,34,61.0,63.5,7.98,6,8.3,7,10.1,21.8,0,Friday,Cloudy,Dry,Residential,Straight Road,Daylight,Stop Sign,Urban,Motorcycle,No,No,High
ACC11251,29,12,48.1,73.5,3.64,2,5.8,8,12.12,30.9,13,Monday,Rain,Dry,Highway,Roundabout,Daylight,Stop Sign,Suburban,Bus,No,No,Medium
ACC11252,52,33,45.7,75.7,8.8,3,8.1,5,4.59,23.5,5,Monday,Cloudy,Dry,Rural Road,T-Junction,Poor,Stop Sign,Urban,Car,No,No,High
ACC11253,45,25,61.4,78.0,9.47,6,10.4,5,1.03,25.5,3,Sunday,Clear,Dry,Residential,Intersection,Street Lights,Signal,Urban,Car,No,No,Medium
ACC11254,36,17,81.6,49.8,7.86,2,9.0,6,0.31,20.2,6,Tuesday,Clear,Dry,Residential,Crossroad,Daylight,Signal,Urban,Bus,No,No,High
ACC11255,35,14,45.2,86.6,2.83,5,8.5,10,19.45,37.3,10,Monday,Rain,Dry,Urban Road,Crossroad,Daylight,Uncontrolled,Rural,Truck,No,No,High
ACC11256,29,9,53.0,25.1,2.68,2,6.8,4,0.57,30.1,0,Saturday,Clear,Dry,Residential,Intersection,Street Lights,Traffic Police,Urban,Car,No,No,Medium
ACC11257,18,2,66.1,100.0,2.45,3,5.5,6,0.16,28.5,6,Monday,Clear,Wet,Urban Road,Roundabout,Poor,Signal,Rural,Bus,Yes,No,High
ACC11258,36,22,61.9,35.0,4.27,2,7.5,7,0.98,25.4,3,Tuesday,Cloudy,Wet,Highway,Intersection,Street Lights,Signal,Rural,Truck,No,No,High
ACC11259,47,28,83.3,41.3,8.41,1,9.3,6,0.14,25.2,4,Friday,Clear,Wet,Residential,T-Junction,Street Lights,Signal,Rural,Car,No,No,Medium
ACC11260,25,5,57.6,23.9,8.03,3,7.2,6,1.03,35.0,9,Tuesday,Cloudy,Dry,Urban Road,Straight Road,Daylight,Signal,Rural,Car,No,No,Medium
ACC11261,26,14,33.5,53.9,8.0,4,8.7,9,0.88,14.5,23,Thursday,Clear,Dry,Urban Road,Roundabout,Daylight,Signal,Rural,Car,No,No,Low
ACC11262,36,31,36.8,66.5,7.14,4,9.8,10,6.49,32.7,17,Friday,Rain,Damaged,Urban Road,Straight Road,Daylight,Stop Sign,Urban,Bus,No,Yes,High
ACC11263,21,10,81.0,75.1,5.96,1,10.2,5,0.92,24.1,4,Thursday,Clear,Dry,Highway,Intersection,Street Lights,Signal,Urban,Motorcycle,No,No,High
ACC11264,27,11,36.1,62.9,6.65,5,9.0,7,0.62,27.1,7,Monday,Cloudy,Icy,Highway,Crossroad,Daylight,Signal,Suburban,Motorcycle,Yes,No,High
ACC11265,30,14,55.3,100.0,7.53,5,5.5,3,3.19,36.6,7,Thursday,Clear,Wet,Rural Road,Straight Road,Street Lights,Uncontrolled,Urban,SUV,No,No,High
ACC11266,36,23,38.5,53.5,9.72,5,9.3,4,0.3,39.1,22,Tuesday,Clear,Dry,Residential,Straight Road,Daylight,Traffic Police,Urban,Car,No,No,Medium
ACC11267,58,34,58.6,65.0,9.89,5,8.1,8,0.28,34.2,7,Tuesday,Clear,,Rural Road,Crossroad,Street Lights,Signal,Suburban,Car,Yes,No,High
ACC11268,34,19,63.0,97.1,8.2,3,3.6,2,2.81,24.0,13,Sunday,Cloudy,Dry,Urban Road,Straight Road,Daylight,Uncontrolled,Suburban,Car,No,No,High
ACC11269,39,31,63.8,86.7,3.4,2,7.8,5,3.11,22.8,21,Wednesday,Cloudy,Dry,Residential,Straight Road,Daylight,Signal,Rural,Car,No,No,High
ACC11270,34,25,56.0,46.7,7.55,4,12.6,4,0.69,40.8,10,Sunday,Clear,Wet,Urban Road,Crossroad,Street Lights,Traffic Police,Suburban,Truck,No,No,Medium
ACC11271,38,31,33.4,34.0,8.51,4,8.8,6,13.33,18.8,1,Sunday,Rain,Dry,Urban Road,Crossroad,Daylight,Uncontrolled,Suburban,Truck,No,Yes,Medium
ACC11272,37,27,47.9,61.4,5.9,3,9.8,4,1.35,21.9,4,Saturday,Fog,Damaged,Urban Road,Intersection,Poor,Uncontrolled,Urban,Car,No,No,High
ACC11273,46,35,47.0,48.8,12.0,5,11.8,4,10.36,29.2,1,Sunday,Rain,Dry,Highway,Intersection,Street Lights,Signal,Urban,Car,No,No,Medium
ACC11274,54,42,75.9,74.9,6.39,2,9.0,10,0.52,34.9,18,Monday,Clear,Dry,Urban Road,Straight Road,Daylight,Stop Sign,Rural,Car,No,No,High
ACC11275,33,11,47.4,22.2,7.07,1,8.6,4,1.38,24.1,22,Tuesday,Cloudy,Dry,Urban Road,Roundabout,Street Lights,Stop Sign,Urban,SUV,No,No,Low
ACC11276,31,11,23.8,57.2,7.26,2,5.3,8,0.31,23.8,17,Friday,Clear,Wet,Urban Road,Intersection,Poor,Signal,Urban,Truck,Yes,No,High
ACC11277,61,46,73.4,31.8,4.77,5,8.4,13,1.56,21.5,9,Sunday,Clear,Dry,Urban Road,Intersection,Daylight,Signal,Suburban,Motorcycle,No,No,Medium
ACC11278,54,40,66.7,57.5,3.6,5,7.8,4,18.75,28.6,11,Sunday,Storm,Dry,Highway,Roundabout,Poor,Stop Sign,Urban,Car,No,Yes,High
ACC11279,39,26,46.7,79.9,6.59,2,9.4,3,0.58,24.9,22,Sunday,Clear,Wet,Rural Road,Roundabout,Daylight,Uncontrolled,Urban,Motorcycle,No,No,Medium
ACC11280,49,44,35.5,100.0,0.5,2,7.5,5,7.92,19.8,12,Tuesday,Cloudy,Dry,Rural Road,Crossroad,Daylight,Signal,Urban,Car,No,No,High
ACC11281,53,30,49.7,63.8,8.42,3,7.2,7,1.17,35.2,5,Friday,Cloudy,Wet,Urban Road,Intersection,Street Lights,Stop Sign,Urban,SUV,No,No,High
ACC11282,33,22,57.9,89.1,6.85,1,3.5,8,23.96,35.0,10,Monday,Rain,Dry,Urban Road,T-Junction,Daylight,Signal,Urban,Bus,No,No,High
ACC11283,46,24,68.7,,6.39,5,10.4,3,1.29,33.9,4,Saturday,Cloudy,Wet,Residential,T-Junction,Daylight,Signal,Rural,Truck,No,No,High
ACC11284,37,17,90.0,5.0,9.04,2,6.2,5,1.66,21.6,9,Wednesday,Clear,Wet,Urban Road,Straight Road,Daylight,Stop Sign,Urban,Motorcycle,No,No,High
ACC11285,37,30,63.6,84.8,6.13,7,9.9,4,0.29,35.4,14,Wednesday,Clear,Dry,Residential,Intersection,Daylight,Signal,Urban,Motorcycle,No,No,High
ACC11286,44,33,70.1,66.3,5.68,3,11.1,11,10.41,24.9,23,Thursday,Cloudy,Dry,Urban Road,T-Junction,Street Lights,Signal,Urban,Car,Yes,No,High
ACC11287,54,39,29.4,52.2,3.57,3,6.8,10,1.49,27.0,4,Tuesday,Clear,Damaged,Residential,Intersection,Street Lights,Signal,Urban,Car,No,No,High
ACC11288,41,31,38.2,42.5,4.23,4,12.0,3,1.28,28.1,9,Monday,Clear,Dry,Urban Road,Intersection,Poor,Stop Sign,Rural,Motorcycle,No,No,Medium
ACC11289,45,32,77.9,67.6,10.4,5,8.7,6,0.46,31.7,4,Thursday,Clear,Damaged,Highway,T-Junction,Street Lights,Stop Sign,Urban,Car,No,No,High
ACC11290,45,34,34.4,8.6,6.2,1,9.4,9,0.02,27.5,14,Monday,Clear,Dry,Rural Road,Intersection,Daylight,Traffic Police,Rural,Car,No,No,Low
ACC11291,50,32,44.3,29.1,7.59,5,7.6,10,2.38,28.1,11,Monday,Clear,Dry,Highway,Roundabout,Daylight,Signal,Urban,Motorcycle,No,No,Low
ACC11292,42,30,64.9,43.1,6.65,3,7.3,4,1.08,22.9,11,Thursday,Clear,Dry,Urban Road,Straight Road,Daylight,Uncontrolled,Rural,SUV,No,No,Medium
ACC11293,38,26,64.8,68.0,9.54,3,4.6,5,2.74,27.3,21,Monday,Cloudy,Damaged,Highway,Crossroad,Street Lights,Signal,Urban,SUV,No,No,High
ACC11294,32,22,41.5,,5.78,3,12.8,5,6.64,22.8,9,Thursday,Rain,Dry,Rural Road,T-Junction,Daylight,Stop Sign,Urban,Car,No,No,Medium
ACC11295,43,22,86.0,74.3,5.49,3,3.7,0,17.68,25.4,4,Sunday,Rain,Damaged,Urban Road,Crossroad,Daylight,Stop Sign,Urban,Car,No,No,High
ACC11296,31,13,37.6,55.0,3.88,3,5.1,4,0.83,36.9,0,Sunday,Clear,Damaged,Urban Road,Straight Road,Poor,Signal,Suburban,Motorcycle,No,No,High
ACC11297,37,18,63.4,75.3,8.49,2,8.1,5,1.43,28.5,2,Saturday,Clear,Dry,Highway,Roundabout,Street Lights,Stop Sign,Urban,Bus,No,No,Medium
ACC11298,24,11,89.6,27.1,9.85,6,8.2,8,1.29,31.0,6,Tuesday,Clear,Dry,Urban Road,Roundabout,Daylight,Signal,Urban,SUV,No,No,Medium
ACC11299,59,37,64.2,46.4,9.34,1,4.9,4,1.96,28.4,13,Thursday,Cloudy,Wet,Rural Road,Roundabout,Daylight,Signal,Rural,SUV,Yes,No,High
ACC11300,23,10,28.6,34.5,10.35,4,7.5,6,6.77,36.5,11,Tuesday,Rain,Dry,Urban Road,Roundabout,Poor,Signal,Urban,Truck,No,No,Low
ACC11301,42,33,74.9,69.6,8.21,3,7.1,2,1.25,13.5,22,Sunday,Clear,Wet,Highway,T-Junction,Poor,Uncontrolled,Urban,Car,No,No,Medium
ACC11302,27,12,54.6,45.5,9.32,2,7.8,7,5.01,27.6,9,Wednesday,Fog,Dry,Urban Road,T-Junction,Daylight,Uncontrolled,Rural,Car,No,No,Low
ACC11303,20,6,70.6,71.8,10.07,2,10.6,6,0.01,29.2,18,Thursday,Clear,Dry,Highway,Intersection,Daylight,Signal,Urban,Car,Yes,No,Medium
ACC11304,41,34,83.5,67.2,5.33,6,11.6,4,3.72,29.8,2,Sunday,Cloudy,Wet,Urban Road,Intersection,Street Lights,Signal,Rural,Truck,No,No,High
ACC11305,52,34,29.1,,10.88,2,12.2,8,4.97,24.4,19,Saturday,Rain,Dry,Urban Road,Straight Road,Street Lights,Signal,Urban,Car,No,No,Low
ACC11306,27,6,65.9,39.3,9.06,5,9.7,8,2.38,24.3,18,Wednesday,Fog,Dry,Urban Road,Intersection,Street Lights,Signal,Urban,Truck,No,No,Medium
ACC11307,42,30,80.2,64.7,10.4,6,5.2,7,3.98,30.9,18,Thursday,Rain,Dry,Residential,Straight Road,Daylight,Uncontrolled,Urban,Truck,No,No,High
ACC11308,55,35,64.4,55.0,9.84,3,9.6,8,1.83,45.0,11,Monday,Rain,Dry,Urban Road,Straight Road,Poor,Stop Sign,Rural,Car,No,No,Medium
ACC11309,61,44,85.2,77.6,4.02,2,9.5,6,0.35,23.9,7,Wednesday,Clear,Dry,Rural Road,Straight Road,Daylight,Signal,Rural,SUV,No,No,High
ACC11310,33,23,61.8,15.5,9.86,3,9.4,5,3.32,33.8,16,Friday,Rain,Wet,Urban Road,Roundabout,Daylight,Signal,Rural,Motorcycle,No,No,Low
ACC11311,35,23,88.5,59.6,8.61,5,10.3,5,0.33,20.6,0,Friday,Clear,Dry,Urban Road,Crossroad,Street Lights,Uncontrolled,Urban,SUV,No,No,Medium
ACC11312,37,13,28.6,47.4,6.85,5,6.9,1,4.34,11.2,1,Friday,Fog,,Highway,Crossroad,Daylight,Signal,Rural,SUV,No,No,Medium
ACC11313,44,35,74.3,42.8,9.26,1,5.7,2,3.16,21.6,22,Wednesday,Cloudy,Wet,Highway,T-Junction,Poor,Signal,Urban,Car,No,No,High
ACC11314,34,26,20.0,93.5,9.54,1,5.9,2,7.32,28.8,10,Tuesday,Rain,Dry,Residential,Straight Road,Daylight,Uncontrolled,Urban,Car,No,No,Medium
ACC11315,43,36,64.2,44.7,11.53,7,7.0,10,0.72,31.3,11,Thursday,Cloudy,Dry,Residential,Roundabout,Street Lights,Stop Sign,Rural,Car,Yes,No,Medium
ACC11316,35,12,37.1,5.2,12.0,2,7.8,8,4.01,20.8,21,Monday,Cloudy,Damaged,Rural Road,Intersection,Daylight,Stop Sign,Urban,Bus,No,No,Low
ACC11317,27,9,72.7,71.0,9.3,5,9.2,3,1.76,27.2,6,Monday,Cloudy,Wet,Highway,Intersection,Street Lights,Uncontrolled,Urban,Motorcycle,No,No,High
ACC11318,41,34,50.7,83.3,9.17,3,7.1,8,33.01,22.9,1,Sunday,Rain,Dry,Highway,T-Junction,Daylight,Signal,Urban,SUV,No,Yes,High
ACC11319,29,9,59.8,69.0,9.77,4,11.5,6,0.36,19.1,9,Wednesday,Clear,Wet,Highway,T-Junction,Street Lights,Uncontrolled,Suburban,Car,No,No,Medium
ACC11320,25,7,46.8,10.7,6.65,2,8.6,3,0.17,18.9,21,Friday,Clear,Dry,Residential,Straight Road,Street Lights,Signal,Urban,Truck,No,No,Low
ACC11321,36,11,90.8,57.0,10.42,4,7.1,7,0.16,31.7,4,Saturday,Clear,Wet,Highway,Straight Road,Daylight,Stop Sign,Urban,SUV,No,No,High
ACC11322,27,12,54.3,36.2,6.55,8,11.0,5,1.42,18.1,0,Sunday,Clear,Dry,Highway,Intersection,Daylight,Uncontrolled,Rural,Truck,No,No,Medium
ACC11323,32,17,42.5,94.4,7.5,4,7.6,9,6.33,32.2,9,Monday,Fog,Dry,Urban Road,Intersection,Daylight,Stop Sign,Urban,Car,Yes,No,High
ACC11324,46,36,31.2,48.0,6.61,5,7.0,5,0.04,34.5,10,Saturday,Clear,Dry,Urban Road,Intersection,Street Lights,Uncontrolled,Urban,Motorcycle,Yes,No,Medium
ACC11325,29,20,41.8,65.9,6.11,4,11.6,7,19.11,16.4,1,Sunday,Storm,Dry,Residential,Intersection,Daylight,Uncontrolled,Suburban,Car,No,No,High
ACC11326,22,2,39.6,64.4,10.42,2,9.0,7,0.05,32.4,23,Saturday,Clear,Dry,Urban Road,Crossroad,Daylight,Signal,Rural,Car,No,No,Medium
ACC11327,42,30,58.1,78.7,8.25,5,13.2,8,0.09,24.1,23,Monday,Clear,Damaged,Highway,Straight Road,Daylight,Uncontrolled,Urban,Car,No,Yes,High
ACC11328,48,29,53.1,93.5,9.16,2,5.8,5,14.88,23.1,22,Tuesday,Rain,Dry,Urban Road,Straight Road,Poor,Traffic Police,Suburban,Car,No,No,High
ACC11329,31,11,20.0,55.5,9.22,3,5.3,3,21.8,25.9,2,Monday,Rain,Dry,Rural Road,Intersection,Daylight,Stop Sign,Urban,Bus,No,No,Medium
ACC11330,51,28,50.7,29.9,5.34,4,9.1,10,1.36,26.0,16,Sunday,Cloudy,Dry,Urban Road,Roundabout,Daylight,Signal,Urban,Car,No,No,Medium
ACC11331,42,28,20.0,96.9,4.75,3,12.7,3,3.25,26.7,15,Monday,Cloudy,Dry,Rural Road,Intersection,Street Lights,Signal,Urban,Truck,No,No,Medium
ACC11332,52,45,73.2,46.5,12.0,3,6.9,10,8.54,19.7,1,Thursday,Rain,Wet,Urban Road,T-Junction,Street Lights,Signal,Urban,Car,No,No,Medium
ACC11333,25,20,54.4,73.4,6.11,1,8.8,5,0.29,31.0,7,Monday,Clear,Dry,Residential,Roundabout,Daylight,Signal,Urban,Car,Yes,Yes,High
ACC11334,18,7,34.2,,8.81,3,7.3,6,14.88,35.0,8,Thursday,Storm,Dry,Rural Road,T-Junction,Poor,Stop Sign,Rural,Car,No,No,High
ACC11335,41,17,53.6,55.9,7.57,6,7.6,2,19.9,26.9,13,Sunday,Storm,Dry,Urban Road,Roundabout,Street Lights,Signal,Suburban,Car,No,No,High
ACC11336,36,16,75.7,21.6,7.83,7,9.6,2,21.49,28.2,21,Friday,Rain,Wet,Highway,T-Junction,Daylight,Signal,Rural,Car,Yes,No,High
ACC11337,38,22,53.3,54.1,9.63,3,6.4,7,0.09,25.8,3,Tuesday,Clear,Dry,Urban Road,Intersection,Daylight,Signal,Suburban,Truck,Yes,No,Low
ACC11338,40,30,59.3,69.1,5.67,4,4.9,9,3.92,25.9,13,Sunday,Rain,Dry,Urban Road,Intersection,Poor,Stop Sign,Urban,SUV,No,No,High
ACC11339,53,34,73.3,,7.07,4,9.3,9,0.05,27.4,19,Saturday,Clear,Dry,Residential,Roundabout,Daylight,Stop Sign,Urban,Car,Yes,No,Medium
ACC11340,28,8,47.5,87.6,11.13,4,7.9,2,1.16,25.3,14,Sunday,Clear,Dry,Highway,T-Junction,Daylight,Uncontrolled,Rural,Car,No,No,Medium
ACC11341,54,44,41.8,94.9,7.92,2,10.5,12,1.2,39.6,5,Monday,Clear,Dry,Highway,Crossroad,Daylight,Signal,Suburban,Car,No,No,Medium
ACC11342,30,11,42.3,59.9,11.37,3,10.7,4,2.34,29.0,14,Tuesday,Cloudy,Wet,Urban Road,Roundabout,Street Lights,Signal,Rural,SUV,No,No,Low
